所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段,,类型可选值列表,阶段可选值列表
/培训资源(#4),"最新状态为已报名,在学员管理中查询此学生",管理员\总经理\副总经理\咨询主管\咨询师登录成功,"电话:13222222222
姓名:11
最新状态:已报名
渠道来源:其他
其他为默认点击保存
进入学员管理通过性查询",在学员管理中查询到此学生,,2,功能测试,,,,
/培训资源(#4),进入个人池查看数据,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"电话:13222222222
姓名:11
最新状态:条件不符
渠道来源:其他
其他为默认点击保存
进入培训资源个人池查看数据",个人池显示最新数据,,2,功能测试,,,,
/培训资源(#4),废除他人资源,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"选择临时池
勾选姓名为和平的学生
点击废弃",弹窗提示不能废除他人资源,,2,功能测试,,,,
/培训资源(#4),废弃资源成功,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"选择个人池
勾选姓名为11的学员
点击废弃
点击弹窗确认
进入公共池查看数据",资源废弃成功,,2,功能测试,,,,
/培训资源(#4),废弃公共池下的学生,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"选择公共池
勾选姓名为11的学员
点击废弃
弹窗点击确定
",弹窗提示学员已在公共池下,,2,功能测试,,,,
/培训资源(#4),废弃已报名学生,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"选择公共池
勾选姓名为11的学员
点击废弃
弹窗点击确定
",弹窗提示已报名的学生无法废弃,,2,功能测试,,,,
/培训资源(#4),查看底部数据,管理员\总经理\副总经理\咨询主管\咨询师登录成功,查看上方数据数量,与上方数量一致,,2,功能测试,,,,
/培训资源(#4),查看咨询师数据,管理员\总经理\副总经理\咨询主管\咨询师登录成功,点击资源师下拉框,与需求文档对应,,2,功能测试,,,,
/培训资源(#4),查看区域数据,管理员\总经理\副总经理\咨询主管\咨询师登录成功,点击区域下拉框,与需求文档对应,,2,功能测试,,,,
/培训资源(#4),查看状态数据,管理员\总经理\副总经理\咨询主管\咨询师登录成功,点击状态下拉框,与需求文档对应,,2,功能测试,,,,
/培训资源(#4),查看来源数据,管理员\总经理\副总经理\咨询主管\咨询师登录成功,点击来源池下拉框,与需求文档对应,,2,功能测试,,,,
/培训资源(#4),输入已存在的数据,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"输入马阳或者18681873872,点击查询",显示查询到的数据,,2,功能测试,,,,
/培训资源(#4),输入不存在的数据,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"输入aa或者18682,点击查询","弹窗提示输入的信息有误,请重新输入",,2,功能测试,,,,
/培训资源(#4),咨询师查询,管理员\总经理\副总经理\咨询主管\咨询师登录成功,点击咨询师任意值，其余功能为默认值,显示咨询师查询到的数据,,2,功能测试,,,,
/培训资源(#4),区域查询,管理员\总经理\副总经理\咨询主管\咨询师登录成功,点击区域任意值，其余功能为默认值,显示区域查询到的数据,,2,功能测试,,,,
/培训资源(#4),状态查询,管理员\总经理\副总经理\咨询主管\咨询师登录成功,点击状态任意值，其余功能为默认值,显示状态查询到的数据,,2,功能测试,,,,
/培训资源(#4),来源查询,管理员\总经理\副总经理\咨询主管\咨询师登录成功,点击来源任意值，其余功能为默认值,显示来源查询到的数据,,2,功能测试,,,,
/培训资源(#4),输入存在的电话,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"输入已存在电话:18681873872
点击查询",显示查询到的数据,,2,功能测试,,,,
/培训资源(#4),输入存在的姓名,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"输入已存在姓名:马阳
点击查询",显示查询到的数据,,2,功能测试,,,,
/培训资源(#4),输入存在的QQ,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"输入已存在QQ:11111111
点击查询",显示查询到的数据,,2,功能测试,,,,
/培训资源(#4),输入不存在的电话,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"输入不存在电话:186818738
点击查询",不显示查询到的数据,,2,功能测试,,,,
/培训资源(#4),输入不存在的姓名,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"输入不存在姓名:马
点击查询",不显示查询到的数据,,2,功能测试,,,,
/培训资源(#4),输入不存在的QQ,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"输入不存在QQ:111111
点击查询",不显示查询到的数据,,2,功能测试,,,,
/培训资源(#4),咨询师和状态查询,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"点击咨询师任意值,点击状态任意值,其他为默认",显示对应咨询师和状态数据,,2,功能测试,,,,
/培训资源(#4),咨询师和来源查询,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"点击咨询师任意值,点击来源任意值,其他为默认",显示对应咨询师和来源数据,,2,功能测试,,,,
/培训资源(#4),区域和状态查询,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"点击区域任意值,点击状态任意值,其他为默认",显示对应区域和状态数据,,2,功能测试,,,,
/培训资源(#4),状态和来源查询,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"点击状态任意值,点击来源任意值,其他为默认",显示对应状态和来源数据,,2,功能测试,,,,
/培训资源(#4),选择全部数据提交,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"咨询师:郑春娇
区域:成都
状态:可跟进
来源:专属
转交咨询师:刘雪梅
区域:成都
勾选资源
点击提交",弹窗提示咨询师和区域选择其一,,2,功能测试,,,,
/培训资源(#4),选择部分数据提交,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"咨询师:郑春娇
状态:可跟进
来源:专属
转交咨询师:刘雪梅
勾选资源
点击提交
点击弹窗确认
进入转交责任人页面咨询师选择刘雪梅查看学生",资源转交成功,,2,功能测试,,,,
/培训资源(#4),为选择资源进行提交,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"咨询师:郑春娇
状态:可跟进
来源:专属
转交咨询师:刘雪梅
点击提交",未勾选转交资源,,2,功能测试,,,,
/培训资源(#4),搜索渠道数据显示,管理员\总经理\副总经理\咨询主管\咨询师登录成功,点击搜索渠道,与需求文档对应,,2,功能测试,,,,
/培训资源(#4),输入存在数据,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"输入已经存在的姓名:刘雪梅
点击查询",显示查询到的数据,,2,功能测试,,,,
/培训资源(#4),输入存在数据,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"输入已经存在的姓名:138888888888
点击查询",显示查询到的数据,,2,功能测试,,,,
/培训资源(#4),输入不存在数据,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"输入不存在的姓名:雪梅
点击查询",弹窗提示未查询到信息,,2,功能测试,,,,
/培训资源(#4),输入不存在数据,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"输入不存在的姓名:13888888
点击查询",弹窗提示未查询到信息,,2,功能测试,,,,
/培训资源(#4),查看简历,管理员\总经理\副总经理\咨询主管\咨询师登录成功,点击分配简历数据,与需求文档对应,,2,功能测试,,,,
/培训资源(#4),搜索渠道数据查询,管理员\总经理\副总经理\咨询主管登录成功,"搜索渠道:智联招聘
输入:刘雪梅
点击查询",显示渠道搜索和输入查询数据,,2,功能测试,,,,
/培训资源(#4),搜索渠道数据显示,管理员\总经理\副总经理\咨询主管登录成功,"搜索渠道:智联招聘
输入:
点击查询",显示搜索渠道全部数据,,2,功能测试,,,,
/培训资源(#4),选择全部功能分配资源,管理员\总经理\副总经理\咨询主管登录成功,"渠道搜索选择:全部
分配简历选择:刘雪梅
勾选全部资源
点击提交
点击培训资源
咨询师选择:刘雪梅
",分配成功,,2,功能测试,,,,
/培训资源(#4),根据电话分配数据,管理员\总经理\副总经理\咨询主管登录成功,"输入电话:138888888888
分配简历为:刘雪梅
勾选资源 
点击提交",提交成功,,2,功能测试,,,,
/培训资源(#4),分配成功资源查询,管理员\总经理\副总经理\咨询主管登录成功,"输入电话:138888888888
分配简历为:刘雪梅
勾选全部资源
点击提交
点击培训资源
咨询师选择:刘雪梅
点击培训资源
咨询师选择:刘雪梅
",提交成功数据成功查询,,2,功能测试,,,,
/培训资源(#4),系统默认比例分配,管理员\总经理\副总经理\咨询主管登录成功,"点击按比例分配按钮
按照系统默认值进行分配,
点击提交 
点击培训资源
按照咨询师姓名进行查找数据",资源分配成功,,2,功能测试,,,,
/培训资源(#4),数据调整100%,管理员\总经理\副总经理\咨询主管登录成功,"点击按比例分配按钮
白永程输入:100%
其他咨询师为系统默认值
点击提交","弹窗提示分配资源百分百有误,请重新分配",,2,功能测试,,,,
/培训资源(#4),百分比调整全部为0,管理员\总经理\副总经理\咨询主管登录成功,"将全部咨询师比例调整为0
点击提交",弹窗提示请输入要分配的比例,,2,功能测试,,,,
/培训资源(#4),系统自动回收7天和15天未回访的数据,管理员\总经理\副总经理\咨询主管\咨询师登录成功,调整数据库临时池的资源时间,系统自动回收成功,,2,功能测试,,,,
/培训资源(#4),最后废弃下拉框数据查看,管理员\总经理\副总经理\咨询主管\咨询师登录成功,点击最后废弃人员下拉框查看数据,与需求文档对应,,2,功能测试,,,,
/培训资源(#4),状态下拉框数据查看,管理员\总经理\副总经理\咨询主管\咨询师登录成功,点击状态栏下拉框查看数据,与需求文档对应,,2,功能测试,,,,
/培训资源(#4),来源下拉框数据查看,管理员\总经理\副总经理\咨询主管\咨询师登录成功,点击来源下拉框查看数据,与需求文档对应,,2,功能测试,,,,
/培训资源(#4),输入以存在的姓名,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"输入姓名:333
点击查询",数据查询显示成功,,2,功能测试,,,,
/培训资源(#4),输入不存在的姓名,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"输入姓名:哈哈哈
点击查询",弹窗提示未查询到该学生信息,,2,功能测试,,,,
/培训资源(#4),最后废弃人和状态查询,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"最后废弃人选择:刘雪梅
状态选择:新入库
其余为默认
",显示对应废弃人和状态数据,,2,功能测试,,,,
/培训资源(#4),最后废弃人和来源查询,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"最后废弃人选择:刘雪梅
来源选择:前程无忧
其余为默认",显示对应废弃人和来源数据,,2,功能测试,,,,
/培训资源(#4),最后废弃人和输入查询,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"最后废弃人选择:刘雪梅
输入电话: 138888888888
其余为默认",显示对应废弃人输入数据,,2,功能测试,,,,
/培训资源(#4),选择全部功能认领资源,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"最后废弃人选择刘雪梅
输入存在的电话:138888888888 
其余为默认 
勾选资源
点击认领
点击培训资源临时池查看资源",数据认领成功,,2,功能测试,,,,
/培训资源(#4),选择全部功能未勾选资源,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"最后废弃人选择刘雪梅
输入存在的电话:138888888888 
其余为默认 
点击认领
点击培训资源临时池查看资源",弹窗提示未选择认领资源,,2,功能测试,,,,
/培训资源(#4),查看页面数据,管理员\总经理\副总经理\咨询主管\咨询师登录成功,与上方数据数量一致,数据数量一致,,2,功能测试,,,,
/培训资源(#4),解密成功,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"点击解密
输入woniu123
点击确定",解密成功,,2,功能测试,,,,
/培训资源(#4),解密失败,管理员\总经理\副总经理\咨询主管\咨询师登录成功,"点击解密
输入woniu124
点击确定",解密失败,,2,功能测试,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
