所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段,,类型可选值列表,阶段可选值列表
/报表中心(#3),电销部界面检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击电销部按钮
3.观察布局","1.进入报表中心界面
2.进入电销部界面
3.与原型图一致",,2,功能测试,,,,
/报表中心(#3),电销部当期按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击电销部按钮
3.点击当期按钮","1.进入报表中心界面
2.进入电销部界面
3.显示当期数据",,2,功能测试,,,,
/报表中心(#3),电销部今日按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击电销部按钮
3.点击今日按钮","1.进入报表中心界面
2.进入电销部界面
3.显示今日数据",,2,功能测试,,,,
/报表中心(#3),电销部本周按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击电销部按钮
3.点击本周按钮","1.进入报表中心界面
2.进入电销部界面
3.显示本周数据",,2,功能测试,,,,
/报表中心(#3),电销部本月按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击电销部按钮
3.点击本月按钮","1.进入报表中心界面
2.进入电销部界面
3.显示本月数据",,2,功能测试,,,,
/报表中心(#3),电销部上周按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击电销部按钮
3.点击上周按钮","1.进入报表中心界面
2.进入电销部界面
3.显示上周数据",,2,功能测试,,,,
/报表中心(#3),电销部上月按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击电销部按钮
3.点击上月按钮","1.进入报表中心界面
2.进入电销部界面
3.显示上月数据",,2,功能测试,,,,
/报表中心(#3),电销部本年按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击电销部按钮
3.点击本年按钮","1.进入报表中心界面
2.进入电销部界面
3.显示本年数据",,2,功能测试,,,,
/报表中心(#3),电销部开始时间输入框检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击电销部按钮
3.点击开始时间输入框","1.进入报表中心界面
2.进入电销部界面
3.出现日期选择框",,2,功能测试,,,,
/报表中心(#3),电销部开始时间输入框默认值检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击电销部按钮
3.点击开始时间输入框","1.进入报表中心界面
2.进入电销部界面
3.显示当前日期",,2,功能测试,,,,
/报表中心(#3),电销部结束时间输入框检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击电销部按钮
3.点击结束时间输入框","1.进入报表中心界面
2.进入电销部界面
3.出现日期选择框",,2,功能测试,,,,
/报表中心(#3),电销部结束时间输入框默认值检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击电销部按钮
3.点击结束时间输入框","1.进入报表中心界面
2.进入电销部界面
3.显示当前日期",,2,功能测试,,,,
/报表中心(#3),电销部时间输入框逻辑检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击电销部按钮
3.开始时间输入框选择2011-11-11
4.结束时间输入框选择2010-11-11
5.点击搜索按钮","1.进入报表中心界面
2.进入电销部界面
3.显示2011-11-11
4.显示2010-11-11
5.弹窗提示结束时间不得早于开始时间",,2,功能测试,,,,
/报表中心(#3),市场部界面检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击市场部按钮
3.观察布局","1.进入报表中心界面
2.进入市场部界面
3.与原型图一致",,2,功能测试,,,,
/报表中心(#3),市场部当期按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击市场部按钮
3.点击当期按钮","1.进入报表中心界面
2.进入市场部界面
3.显示当期数据",,2,功能测试,,,,
/报表中心(#3),市场部今日按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击市场部按钮
3.点击今日按钮","1.进入报表中心界面
2.进入市场部界面
3.显示今日数据",,2,功能测试,,,,
/报表中心(#3),市场部本周按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击市场部按钮
3.点击本周按钮","1.进入报表中心界面
2.进入市场部界面
3.显示本周数据",,2,功能测试,,,,
/报表中心(#3),市场部本月按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击市场部按钮
3.点击本月按钮","1.进入报表中心界面
2.进入市场部界面
3.显示本月数据",,2,功能测试,,,,
/报表中心(#3),市场部上周按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击市场部按钮
3.点击上周按钮","1.进入报表中心界面
2.进入市场部界面
3.显示上周数据",,2,功能测试,,,,
/报表中心(#3),市场部上月按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击市场部按钮
3.点击上月按钮","1.进入报表中心界面
2.进入市场部界面
3.显示上月数据",,2,功能测试,,,,
/报表中心(#3),市场部本年按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击市场部按钮
3.点击本年按钮","1.进入报表中心界面
2.进入市场部界面
3.显示本年数据",,2,功能测试,,,,
/报表中心(#3),市场部开始时间输入框检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击市场部按钮
3.点击开始时间输入框","1.进入报表中心界面
2.进入市场部界面
3.出现日期选择框",,2,功能测试,,,,
/报表中心(#3),市场部开始时间输入框默认值检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击市场部按钮
3.点击开始时间输入框","1.进入报表中心界面
2.进入市场部界面
3.显示当前日期",,2,功能测试,,,,
/报表中心(#3),市场部结束时间输入框检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击市场部按钮
3.点击结束时间输入框","1.进入报表中心界面
2.进入市场部界面
3.出现日期选择框",,2,功能测试,,,,
/报表中心(#3),市场部结束时间输入框默认值检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击市场部按钮
3.点击结束时间输入框","1.进入报表中心界面
2.进入市场部界面
3.显示当前日期",,2,功能测试,,,,
/报表中心(#3),市场部时间输入框逻辑检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击市场部按钮
3.开始时间输入框选择2011-11-11
4.结束时间输入框选择2010-11-11
5.点击搜索按钮","1.进入报表中心界面
2.进入市场部界面
3.显示2011-11-11
4.显示2010-11-11
5.弹窗提示结束时间不得早于开始时间",,2,功能测试,,,,
/报表中心(#3),就业部界面检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击就业部按钮
3.观察布局","1.进入报表中心界面
2.进入就业部界面
3.与原型图一致",,2,功能测试,,,,
/报表中心(#3),就业部今日按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击就业部按钮
3.点击今日按钮","1.进入报表中心界面
2.进入就业部界面
3.显示今日数据",,2,功能测试,,,,
/报表中心(#3),就业部本周按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击就业部按钮
3.点击本周按钮","1.进入报表中心界面
2.进入就业部界面
3.显示本周数据",,2,功能测试,,,,
/报表中心(#3),就业部本月按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击就业部按钮
3.点击本月按钮","1.进入报表中心界面
2.进入就业部界面
3.显示本月数据",,2,功能测试,,,,
/报表中心(#3),就业部上周按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击就业部按钮
3.点击上周按钮","1.进入报表中心界面
2.进入就业部界面
3.显示上周数据",,2,功能测试,,,,
/报表中心(#3),就业部上月按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击就业部按钮
3.点击上月按钮","1.进入报表中心界面
2.进入就业部界面
3.显示上月数据",,2,功能测试,,,,
/报表中心(#3),就业部本年按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击就业部按钮
3.点击本年按钮","1.进入报表中心界面
2.进入就业部界面
3.显示本年数据",,2,功能测试,,,,
/报表中心(#3),就业部开始时间输入框检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击就业部按钮
3.点击开始时间输入框","1.进入报表中心界面
2.进入就业部界面
3.出现日期选择框",,2,功能测试,,,,
/报表中心(#3),就业部开始时间输入框默认值检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击就业部按钮
3.点击开始时间输入框","1.进入报表中心界面
2.进入就业部界面
3.显示当前日期",,2,功能测试,,,,
/报表中心(#3),就业部结束时间输入框检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击就业部按钮
3.点击结束时间输入框","1.进入报表中心界面
2.进入就业部界面
3.出现日期选择框",,2,功能测试,,,,
/报表中心(#3),就业部结束时间输入框默认值检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击就业部按钮
3.点击结束时间输入框","1.进入报表中心界面
2.进入就业部界面
3.显示当前日期",,2,功能测试,,,,
/报表中心(#3),就业部时间输入框逻辑检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击就业部按钮
3.开始时间输入框选择2011-11-11
4.结束时间输入框选择2010-11-11
5.点击搜索按钮","1.进入报表中心界面
2.进入就业部界面
3.显示2011-11-11
4.显示2010-11-11
5.弹窗提示结束时间不得早于开始时间",,2,功能测试,,,,
/报表中心(#3),教学部界面检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击教学部按钮
3.观察布局","1.进入报表中心界面
2.进入教学部界面
3.与原型图一致",,2,功能测试,,,,
/报表中心(#3),教学部成都按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击教学部按钮
3.点击成都按钮","1.进入报表中心界面
2.进入教学部界面
3.显示成都各个班级按钮",,2,功能测试,,,,
/报表中心(#3),教学部成都班级按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击教学部按钮
3.点击成都按钮
4.点击成都班级按钮","1.进入报表中心界面
2.进入教学部界面
3.显示成都各个班级按钮
4.显示该班级考勤晨考情况",,2,功能测试,,,,
/报表中心(#3),教学部成都今天按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击教学部按钮
3.点击成都按钮
4.点击成都班级按钮
5.点击今天按钮","1.进入报表中心界面
2.进入教学部界面
3.显示成都各个班级按钮
4.显示该班级考勤晨考情况
5.显示该班级今天考勤晨考情况",,2,功能测试,,,,
/报表中心(#3),教学部成都本周按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击教学部按钮
3.点击成都按钮
4.点击成都班级按钮
5.点击本周按钮","1.进入报表中心界面
2.进入教学部界面
3.显示成都各个班级按钮
4.显示该班级考勤晨考情况
5.显示该班级本周考勤晨考情况",,2,功能测试,,,,
/报表中心(#3),教学部成都本月按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击教学部按钮
3.点击成都按钮
4.点击成都班级按钮
5.点击本月按钮","1.进入报表中心界面
2.进入教学部界面
3.显示成都各个班级按钮
4.显示该班级考勤晨考情况
5.显示该班级本月考勤晨考情况",,2,功能测试,,,,
/报表中心(#3),教学部重庆按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击教学部按钮
3.点击重庆按钮","1.进入报表中心界面
2.进入教学部界面
3.显示重庆各个班级按钮",,2,功能测试,,,,
/报表中心(#3),教学部重庆班级按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击教学部按钮
3.点击重庆按钮
4.点击重庆班级按钮","1.进入报表中心界面
2.进入教学部界面
3.显示重庆各个班级按钮
4.显示该班级考勤晨考情况",,2,功能测试,,,,
/报表中心(#3),教学部重庆今天按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击教学部按钮
3.点击重庆按钮
4.点击重庆班级按钮
5.点击今天按钮","1.进入报表中心界面
2.进入教学部界面
3.显示重庆各个班级按钮
4.显示该班级考勤晨考情况
5.显示该班级今天考勤晨考情况",,2,功能测试,,,,
/报表中心(#3),教学部重庆本周按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击教学部按钮
3.点击重庆按钮
4.点击重庆班级按钮
5.点击本周按钮","1.进入报表中心界面
2.进入教学部界面
3.显示重庆各个班级按钮
4.显示该班级考勤晨考情况
5.显示该班级本周考勤晨考情况",,2,功能测试,,,,
/报表中心(#3),教学部重庆本月按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击教学部按钮
3.点击重庆按钮
4.点击重庆班级按钮
5.点击本月按钮","1.进入报表中心界面
2.进入教学部界面
3.显示重庆各个班级按钮
4.显示该班级考勤晨考情况
5.显示该班级本月考勤晨考情况",,2,功能测试,,,,
/报表中心(#3),教学部西安按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击教学部按钮
3.点击西安按钮","1.进入报表中心界面
2.进入教学部界面
3.显示西安各个班级按钮",,2,功能测试,,,,
/报表中心(#3),教学部西安班级按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击教学部按钮
3.点击西安按钮
4.点击西安班级按钮","1.进入报表中心界面
2.进入教学部界面
3.显示西安各个班级按钮
4.显示该班级考勤晨考情况",,2,功能测试,,,,
/报表中心(#3),教学部西安今天按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击教学部按钮
3.点击西安按钮
4.点击西安班级按钮
5.点击今天按钮","1.进入报表中心界面
2.进入教学部界面
3.显示西安各个班级按钮
4.显示该班级考勤晨考情况
5.显示该班级今天考勤晨考情况",,2,功能测试,,,,
/报表中心(#3),教学部西安本周按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击教学部按钮
3.点击西安按钮
4.点击西安班级按钮
5.点击本周按钮","1.进入报表中心界面
2.进入教学部界面
3.显示西安各个班级按钮
4.显示该班级考勤晨考情况
5.显示该班级本周考勤晨考情况",,2,功能测试,,,,
/报表中心(#3),教学部西安本月按钮检查,管理员/总经理/副总经理登陆,"1.点击报表中心按钮
2.点击教学部按钮
3.点击西安按钮
4.点击西安班级按钮
5.点击本月按钮","1.进入报表中心界面
2.进入教学部界面
3.显示西安各个班级按钮
4.显示该班级考勤晨考情况
5.显示该班级本月考勤晨考情况",,2,功能测试,,,,
