所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段,,类型可选值列表,阶段可选值列表
/人事管理(#7),员工管理新增窗口区域部门为空,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击新增按钮
4.区域选择:
部门选择:
姓名输入:图灵
工号输入:WNSH123
职位输入:总工程师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:123456789
5.点击保存按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出新增员工窗口
4.输入成功
5.新增失败",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理新增窗口姓名为空,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击新增按钮
4.区域选择:成都
部门选择:管理部
姓名输入:
工号输入:WNSH123
职位输入:总工程师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:123456789
5.点击保存按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出新增员工窗口
4.输入成功
5.新增失败",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理新增窗口姓名含数字,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击新增按钮
4.区域选择:成都
部门选择:管理部
姓名输入:图灵123
工号输入:WNSH123
职位输入:总工程师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:123456789
5.点击保存按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出新增员工窗口
4.输入成功
5.新增失败",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理新增窗口姓名含特殊符号,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击新增按钮
4.区域选择:成都
部门选择:管理部
姓名输入:图灵@@#$
工号输入:WNSH123
职位输入:总工程师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:123456789
5.点击保存按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出新增员工窗口
4.输入成功
5.新增失败",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理新增窗口职位为空,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击新增按钮
4.区域选择:成都
部门选择:管理部
姓名输入:图灵
工号输入:WNSH123
职位输入:
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:123456789
5.点击保存按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出新增员工窗口
4.输入成功
5.新增成功",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理新增窗口电话为空,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击新增按钮
4.区域选择:成都
部门选择:管理部
姓名输入:图灵
工号输入:WNSH123
职位输入:总工程师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:123456789
5.点击保存按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出新增员工窗口
4.输入成功
5.新增成功",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理新增窗口邮箱为空,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击新增按钮
4.区域选择:成都
部门选择:管理部
姓名输入:图灵
工号输入:WNSH123
职位输入:总工程师
性别选择:男
电话输入:12345678910
邮箱输入:
QQ输入:123456789
5.点击保存按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出新增员工窗口
4.输入成功
5.新增成功",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理新增窗口错误的邮箱,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击新增按钮
4.区域选择:成都
部门选择:管理部
姓名输入:图灵
工号输入:WNSH123
职位输入:总工程师
性别选择:男
电话输入:12345678910
邮箱输入:asdfqw
QQ输入:123456789
5.点击保存按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出新增员工窗口
4.输入成功
5.新增失败",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理新增窗口QQ为空,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击新增按钮
4.区域选择:成都
部门选择:管理部
姓名输入:图灵
工号输入:WNSH123
职位输入:总工程师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:
5.点击保存按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出新增员工窗口
4.输入成功
5.新增成功",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理新增窗口QQ含特殊符号,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击新增按钮
4.区域选择:成都
部门选择:管理部
姓名输入:图灵
工号输入:WNSH123
职位输入:总工程师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:@#1234567
5.点击保存按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出新增员工窗口
4.输入成功
5.新增失败",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理新增窗口QQ含中文,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击新增按钮
4.区域选择:成都
部门选择:管理部
姓名输入:图灵
工号输入:WNSH123
职位输入:总工程师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:啊啊1234567
5.点击保存按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出新增员工窗口
4.输入成功
5.新增失败",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理新增窗口QQ含字母,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击新增按钮
4.区域选择:成都
部门选择:管理部
姓名输入:图灵
工号输入:WNSH123
职位输入:总工程师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:aa1234567
5.点击保存按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出新增员工窗口
4.输入成功
5.新增失败",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理新增成功当前页面验证,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击新增按钮
4.区域选择:成都
部门选择:咨询部
姓名输入:牛顿
工号输入:WNSH456
职位输入:讲师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:123456789
5.点击保存按钮
6.姓名输入框输入:牛顿
7.点击查询按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出新增员工窗口
4.输入成功
5.新增成功
6.输入成功
7.查询到牛顿的信息",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理新增成功报表中心验证,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击新增按钮
4.区域选择:成都
部门选择:咨询部
姓名输入:牛顿
工号输入:WNSH456
职位输入:讲师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:123456789
5.点击保存按钮
6.点击报表中心模块
7.点击咨询部按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出新增员工窗口
4.输入成功
5.新增成功
6.进入报表中心页面
7.存在牛顿的信息",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理新增成功培训资源验证,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击新增按钮
4.区域选择:成都
部门选择:咨询部
姓名输入:牛顿
工号输入:WNSH456
职位输入:讲师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:123456789
5.点击保存按钮
6.点击培训资源模块
7.点击培训资源按钮
8.点击咨询师下拉框","1.进入人事管理界面
2.进入员工管理界面
3.弹出新增员工窗口
4.输入成功
5.新增成功
6.进入培训资源模块
7.进入培训资源页面
8.存在牛顿",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理新增成功登录验证,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击新增按钮
4.区域选择:成都
部门选择:咨询部
姓名输入:牛顿
工号输入:WNSH456
职位输入:讲师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:123456789
5.点击保存按钮
6.点击注销按钮
7.输入用户名:WNSH456
输入密码:woniu123
输入验证码:0000
8.点击登录按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出新增员工窗口
4.输入成功
5.新增成功
6.注销成功
7.输入成功
8.登录成功",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理修改按钮验证,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击第一个修改按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出修改员工窗口",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理修改按钮验证,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击第一个修改按钮
4.区域选择:成都
部门选择:管理部
姓名输入:图灵
工号输入:WNSH123
职位输入:总工程师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:123456789
5.点击保存按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出修改员工窗口
4.输入成功
5.修改成功",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理修改窗口区域下拉框检查,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击第一个修改按钮
4.点击区域下拉框","1.进入人事管理界面
2.进入员工管理界面
3.弹出修改员工窗口
4.可选择区域",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理修改窗口部门下拉框检查,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击第一个修改按钮
4.点击部门下拉框","1.进入人事管理界面
2.进入员工管理界面
3.弹出修改员工窗口
4.可选择部门",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理修改窗口状态下拉框检查,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击第一个修改按钮
4.点击性别下拉框","1.进入人事管理界面
2.进入员工管理界面
3.弹出修改员工窗口
4.可选择性别",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理修改窗口区域部门关系检查,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击第一个修改按钮
4.点击区域下拉框选择成都
5.点击部门下拉框","1.进入人事管理界面
2.进入员工管理界面
3.弹出修改员工窗口
4.选择成功
5.可选择成都的部门",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理修改窗口区域部门为空,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击第一个修改按钮
4.区域选择:
部门选择:
姓名输入:图灵
工号输入:WNSH123
职位输入:总工程师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:123456789
状态:在职
5.点击保存按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出修改员工窗口
4.输入成功
5.修改失败",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理修改窗口姓名为空,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击第一个修改按钮
4.区域选择:成都
部门选择:管理部
姓名输入:
工号输入:WNSH123
职位输入:总工程师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:123456789
状态:在职
5.点击保存按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出修改员工窗口
4.输入成功
5.修改失败",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理修改窗口姓名含数字,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击第一个修改按钮
4.区域选择:成都
部门选择:管理部
姓名输入:图灵123
工号输入:WNSH123
职位输入:总工程师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:123456789
状态:在职
5.点击保存按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出修改员工窗口
4.输入成功
5.修改失败",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理修改窗口姓名含特殊符号,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击第一个修改按钮
4.区域选择:成都
部门选择:管理部
姓名输入:图灵@@#$
工号输入:WNSH123
职位输入:总工程师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:123456789
状态:在职
5.点击保存按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出修改员工窗口
4.输入成功
5.修改失败",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理修改窗口职位为空,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击第一个修改按钮
4.区域选择:成都
部门选择:管理部
姓名输入:图灵
工号输入:WNSH123
职位输入:
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:123456789
状态:在职
5.点击保存按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出修改员工窗口
4.输入成功
5.修改成功",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理修改窗口电话为空,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击第一个修改按钮
4.区域选择:成都
部门选择:管理部
姓名输入:图灵
工号输入:WNSH123
职位输入:总工程师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
状态:在职
QQ输入:123456789
5.点击保存按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出修改员工窗口
4.输入成功
5.修改成功",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理修改窗口邮箱为空,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击第一个修改按钮
4.区域选择:成都
部门选择:管理部
姓名输入:图灵
工号输入:WNSH123
职位输入:总工程师
性别选择:男
电话输入:12345678910
邮箱输入:
QQ输入:123456789
状态:在职
5.点击保存按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出修改员工窗口
4.输入成功
5.修改成功",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理修改窗口错误的邮箱,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击第一个修改按钮
4.区域选择:成都
部门选择:管理部
姓名输入:图灵
工号输入:WNSH123
职位输入:总工程师
性别选择:男
电话输入:12345678910
邮箱输入:asdfqw
QQ输入:123456789
状态:在职
5.点击保存按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出修改员工窗口
4.输入成功
5.修改失败",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理修改窗口QQ为空,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击第一个修改按钮
4.区域选择:成都
部门选择:管理部
姓名输入:图灵
工号输入:WNSH123
职位输入:总工程师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:
状态:在职
5.点击保存按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出修改员工窗口
4.输入成功
5.修改成功",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理修改窗口QQ含特殊符号,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击第一个修改按钮
4.区域选择:成都
部门选择:管理部
姓名输入:图灵
工号输入:WNSH123
职位输入:总工程师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:@#1234567
状态:在职
5.点击保存按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出修改员工窗口
4.输入成功
5.修改失败",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理修改窗口QQ含中文,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击第一个修改按钮
4.区域选择:成都
部门选择:管理部
姓名输入:图灵
工号输入:WNSH123
职位输入:总工程师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:啊啊1234567
状态:在职
5.点击保存按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出修改员工窗口
4.输入成功
5.修改失败",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理修改窗口QQ含字母,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击第一个修改按钮
4.区域选择:成都
部门选择:管理部
姓名输入:图灵
工号输入:WNSH123
职位输入:总工程师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:aa1234567
状态:在职
5.点击保存按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出修改员工窗口
4.输入成功
5.修改失败",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理修改成功当前页面验证,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击第一个修改按钮
4.区域选择:成都
部门选择:咨询部
姓名输入:卡文迪许
工号输入:WNSH456
职位输入:讲师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:123456789
状态:在职
5.点击保存按钮
6.姓名输入框输入:卡文迪许
7.点击查询按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出修改员工窗口
4.输入成功
5.修改成功
6.输入成功
7.查询到卡文迪许的信息",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理修改成功报表中心验证,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击第一个修改按钮
4.区域选择:成都
部门选择:咨询部
姓名输入:卡文迪许
工号输入:WNSH456
职位输入:讲师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:123456789
状态:在职
5.点击保存按钮
6.点击报表中心模块
7.点击咨询部按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出修改员工窗口
4.输入成功
5.修改成功
6.进入报表中心页面
7.存在卡文迪许的信息",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理修改成功培训资源验证,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击第一个修改按钮
4.区域选择:成都
部门选择:咨询部
姓名输入:卡文迪许
工号输入:WNSH456
职位输入:讲师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:123456789
状态:在职
5.点击保存按钮
6.点击培训资源模块
7.点击培训资源按钮
8.点击咨询师下拉框","1.进入人事管理界面
2.进入员工管理界面
3.弹出修改员工窗口
4.输入成功
5.修改成功
6.进入培训资源模块
7.进入培训资源页面
8.存在卡文迪许",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理修改成功登录验证,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击第一个修改按钮
4.区域选择:成都
部门选择:咨询部
姓名输入:卡文迪许
工号输入:WNSH999
职位输入:讲师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:123456789
状态:在职
5.点击保存按钮
6.点击注销按钮
7.输入用户名:WNSH999
输入密码:woniu123
输入验证码:0000
8.点击登录按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出修改员工窗口
4.输入成功
5.修改成功
6.注销成功
7.输入成功
8.登录成功",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理修改离职成功当前页面验证,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击第一个修改按钮
4.区域选择:成都
部门选择:咨询部
姓名输入:爱因斯坦
工号输入:WNSH456
职位输入:讲师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:123456789
状态:离职
5.点击保存按钮
6.状态下拉框选择:离职
姓名输入框输入:爱因斯坦
7.点击查询按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出修改员工窗口
4.输入成功
5.修改成功
6.输入成功
7.查询到爱因斯坦的信息",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理修改离职成功报表中心验证,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击第一个修改按钮
4.区域选择:成都
部门选择:咨询部
姓名输入:爱因斯坦
工号输入:WNSH456
职位输入:讲师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:123456789
状态:离职
5.点击保存按钮
6.点击报表中心模块
7.点击咨询部按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出修改员工窗口
4.输入成功
5.修改成功
6.进入报表中心页面
7.不存在爱因斯坦的信息",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理修改离职成功培训资源验证,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击第一个修改按钮
4.区域选择:成都
部门选择:咨询部
姓名输入:爱因斯坦
工号输入:WNSH456
职位输入:讲师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:123456789
状态:离职
5.点击保存按钮
6.点击培训资源模块
7.点击培训资源按钮
8.点击咨询师下拉框","1.进入人事管理界面
2.进入员工管理界面
3.弹出修改员工窗口
4.输入成功
5.修改成功
6.进入培训资源模块
7.进入培训资源页面
8.不存在爱因斯坦",,2,功能测试,功能测试阶段,,,
/人事管理(#7),员工管理修改离职成功登录验证,管理员登陆,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击第一个修改按钮
4.区域选择:成都
部门选择:咨询部
姓名输入:爱因斯坦
工号输入:WNSH456
职位输入:讲师
性别选择:男
电话输入:12345678910
邮箱输入:123456789@qq.com
QQ输入:123456789
状态:离职
5.点击保存按钮
6.点击注销按钮
7.输入用户名:WNSH456
输入密码:woniu123
输入验证码:0000
8.点击登录按钮","1.进入人事管理界面
2.进入员工管理界面
3.弹出修改员工窗口
4.输入成功
5.修改成功
6.注销成功
7.输入成功
8.登录失败",,2,功能测试,功能测试阶段,,,
/人事管理(#7),部门管理按钮检查,管理员/总经理/副总经理登陆,"1.点击人事管理按钮
2.点击部门管理按钮","1.进入人事管理界面
2.进入部门管理界面",,2,功能测试,功能测试阶段,,,
/财务管理(#10),身份验证验证,管理员/总经理/副总经理/财务登陆成功,1.查看快捷导航栏界面,1.有财务管理模块,,1,功能测试,功能测试阶段,,,
/财务管理(#10),财务流水界面检查,管理员/总经理/副总经理/财务登陆成功,"1.点击财务管理按钮
2.点击财务流水按钮
3.查看页面布局","1.进入财务管理界面
2.进入财务流水理界面
3.与原型图一致",,1,功能测试,功能测试阶段,,,
/财务管理(#10),财务流水_查询按钮检查,管理员/总经理/副总经理/财务登陆成功,"1.点击财务管理按钮
2.点击财务流水按钮
3.选择开始时间（距今一月）
4.选择结束时间（今天日期）
5.一级科目、二级科目为默认值
6.点击查询按钮
7.核对数据库信息","1.进入财务管理界面
2.进入财务流水理界面
3.yyyy-xx-ll
4.yyyy-xx-ll
5.主营业务收入
6.流水记录栏中出现相应数据
7.流水记录栏中出现的数据与相应时间数据库的数据一致",,2,功能测试,功能测试阶段,,,
/财务管理(#10),财务流水_开始时间栏检查,管理员/总经理/副总经理/财务登陆成功,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击开始时间栏","1.进入人事管理界面
2.进入员工管理界面
3.可选择时间",,1,功能测试,功能测试阶段,,,
/财务管理(#10),财务流水_开始时间栏检查_选择正确时间,管理员/总经理/副总经理/财务登陆成功,"1.点击人事管理按钮
2.点击员工管理按钮
3.点击开始时间栏
4.选择2020-3-10","1.进入人事管理界面
2.进入员工管理界面
3.出现时间表
4.开始时间栏显示2020-3-10",,1,功能测试,功能测试阶段,,,
