所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段,,类型可选值列表,阶段可选值列表
/行政综合(#11),固定资产管理_查询结果条数显示,1.使用管理员账户登录，进入行政管理_固定资产管理界面,1.查看页面显示信息,1.底部显示当前页是哪几条记录和记录总条数,,2,功能测试,,,,
/行政综合(#11),固定资产管理_查询结果翻页功能_上一页,1.使用管理员账户登录，进入行政管理_固定资产管理界面,"1.点击“上一页”按钮
2.查看页面信息",1.页面显示上一页的信息,,2,功能测试,,,,
/行政综合(#11),固定资产管理_查询结果翻页功能_首页的上一页,1.使用管理员账户登录，进入行政管理_固定资产管理界面,"1.进入第1页页面
2.点击“上一页”按钮
3.查看页面信息","1.上一页按钮无反应
1.页面内容无改变",,2,功能测试,,,,
/行政综合(#11),固定资产管理_查询结果翻页功能_下一页,1.使用管理员账户登录，进入行政管理_固定资产管理界面,"1.点击“下一页”按钮
2.查看页面信息",1.页面显示下一页的信息,,2,功能测试,,,,
/行政综合(#11),固定资产管理_查询结果翻页功能_末页的下一页,1.使用管理员账户登录，进入行政管理_固定资产管理界面,"1.进入最后一页页面
2.点击“下一页”按钮
3.查看页面信息","1.下一页按钮无反应
2.页面内容无改变",,2,功能测试,,,,
/行政综合(#11),固定资产管理_查询结果翻页功能_按数字翻页,1.使用管理员账户登录，进入行政管理_固定资产管理界面,"1.点击翻页数字2按钮
2.查看页面信息",1.页面显示第2页信息,,2,功能测试,,,,
/行政综合(#11),固定资产领用登记_新增固定资产领用登记信息无权限,"1.使用无新增权限账户登录成功
如：wncd123","1. 进入行政管理_固定资产领用登记界面
2. 点击“新增”按钮",1. 弹框提示：您没有该权限,,2,功能测试,,,,
/行政综合(#11),固定资产领用登记_新增固定资产领用登记信息有权限,"1.使用有新增权限账户登录成功
如：wncd000 管理员","1. 进入行政管理_固定资产领用登记界面
2. 点击“新增”按钮",1.进入固定资产领用登记信息新增界面,,2,功能测试,,,,
/行政综合(#11),固定资产领用登记_新增固定资产领用登记信息,1.使用管理员账户登录，进入行政管理_固定资产领用登记界面,"1. 点击“新增”按钮
2. 领用记录：X（有效的信息）
3. 物品编号：X（有效的信息）
4. 名称:（根据编号自动填入）
5. 类型：X（有效的信息）
6. 领用人：X（有效的信息）
7. 备注：X（有效的信息）
8. 点击“保存”按钮",1. 提示：新增成功,,2,功能测试,,,,
/行政综合(#11),行政管理_固定资产领用登记管理_通过区域查询固定资产领用登记信息,1.使用管理员账户登录，进入行政管理_固定资产领用登记界面,1.选择区域：成都,1. 页面刷新，自动显示区域为成都的所有固定资产领用登记信息,,2,功能测试,,,,
/行政综合(#11),行政管理_固定资产领用登记_通过部门查询固定资产领用登记信息,1.使用管理员账户登录，进入行政管理_固定资产领用登记界面,1.选择部门：管理部,1. 页面刷新，自动显示部门为管理部的所有固定资产领用登记信息,,2,功能测试,,,,
/行政综合(#11),行政管理_固定资产领用登记_通过类型查询固定资产领用登记信息,1.使用管理员账户登录，进入行政管理_固定资产领用登记界面,1.选择类型：员工,1. 页面刷新，自动显示类型为员工的所有固定资产领用登记信息,,2,功能测试,,,,
/行政综合(#11),行政管理_固定资产领用登记_通过区域+部门查询固定资产领用登记信息,1.使用管理员账户登录，进入行政管理_固定资产领用登记界面,"1.选择区域：成都
2.选择部门：管理部",1. 页面刷新，自动显示成都的管理部的所有固定资产领用登记信息,,2,功能测试,,,,
/行政综合(#11),行政管理_固定资产管理_通过区域+部门+类型查询固定资产领用登记信息,1.使用管理员账户登录，进入行政管理_固定资产领用登记界面,"1.选择区域：成都
2.选择部门：管理部
3.选择类型：员工",1. 页面刷新，自动显示成都的管理部的类型为员工的所有固定资产领用登记信息,,2,功能测试,,,,
/行政综合(#11),行政管理_固定资产管理_通过领用固定资产名称查询固定资产领用登记信息,1.使用管理员账户登录，进入行政管理_固定资产领用登记界面,"1.输入领用固定资产名称：x（有效的信息）
2.点击“查询”按钮",1.显示所有名称为x的固定资产领用登记信息,,2,功能测试,,,,
/行政综合(#11),行政管理_固定资产管理_通过领用固定资产名称模糊查询固定资产领用登记信息,1.使用管理员账户登录，进入行政管理_固定资产领用登记界面,"1.输入领用固定资产名称：x（有效的信息）
2.点击“查询”按钮",1.显示所有名称含有x的固定资产领用登记信息,,2,功能测试,,,,
/行政综合(#11),行政管理_固定资产管理_通过扫描条码查询固定资产领用登记信息,1.使用管理员账户登录，进入行政管理_固定资产领用登记界面,"1.扫描/录入条码：x(有效的条码)
2.点击“查询”按钮",1.显示所有条码为x的固定资产领用登记信息,,2,功能测试,,,,
/行政综合(#11),固定资产领用登记_查询结果条数显示,1.使用管理员账户登录，进入行政管理_固定资产领用登记界面,1.查看页面显示信息,1.底部显示当前页是哪几条记录和记录总条数,,2,功能测试,,,,
/行政综合(#11),固定资产领用登记_查询结果翻页功能_上一页,1.使用管理员账户登录，进入行政管理_固定资产领用登记界面,"1.点击“上一页”按钮
2.查看页面信息",1.页面显示上一页的信息,,2,功能测试,,,,
/行政综合(#11),固定资产领用登记_查询结果翻页功能_首页的上一页,1.使用管理员账户登录，进入行政管理_固定资产领用登记界面,"1.进入第1页页面
2.点击“上一页”按钮
3.查看页面信息","1.上一页按钮无反应
2.页面内容无改变",,2,功能测试,,,,
/行政综合(#11),固定资产领用登记_查询结果翻页功能_下一页,1.使用管理员账户登录，进入行政管理_固定资产领用登记界面,"1.点击“下一页”按钮
2.查看页面信息",1.页面显示下一页的信息,,2,功能测试,,,,
/行政综合(#11),固定资产领用登记_查询结果翻页功能_末页的下一页,1.使用管理员账户登录，进入行政管理_固定资产领用登记界面,"1.进入最后一页页面
2.点击“下一页”按钮
3.查看页面信息","1.下一页按钮无反应
2.页面内容无改变",,2,功能测试,,,,
/行政综合(#11),固定资产领用登记_查询结果翻页功能_按数字翻页,1.使用管理员账户登录，进入行政管理_固定资产领用登记界面,"1.点击翻页数字2按钮
2.查看页面信息",1.页面显示第2页信息,,2,功能测试,,,,
/行政综合(#11),行政管理_固定资产归还_新增固定资产归还信息无权限,"1.使用无新增权限账户登录成功
如：wncd123","1. 进入行政管理_固定资产归还界面
2. 点击“新增”按钮",1. 弹框提示：您没有该权限,,2,功能测试,,,,
/行政综合(#11),行政管理_固定资产归还_新增固定资产归还信息有权限,"1.使用有新增权限账户登录成功
如：wncd000 管理员","1. 进入行政管理_固定资产归还界面
2. 点击“新增”按钮",1.进入固定资产归还信息新增界面,,2,功能测试,,,,
/行政综合(#11),行政管理_固定资产归还_新增固定资产归还信息,1.使用管理员账户登录，进入行政管理_固定资产归还界面,"1. 点击“新增”按钮
2. 物品编号：X（有效的信息）
3. 归还人:（根据编号自动填入）
4. 类型：X（根据编号自动填入）
5. 名称：X（根据编号自动填入）
6. 备注：X（有效的信息）
7. 点击“保存”按钮",1. 提示：新增成功,,2,功能测试,,,,
/行政综合(#11),行政管理_固定资产归还_通过区域查询固定资产归还信息,1.使用管理员账户登录，进入行政管理_固定资产归还界面,1.选择区域：成都,1. 页面刷新，自动显示区域为成都的所有固定资产归还信息,,2,功能测试,,,,
/行政综合(#11),行政管理_固定资产归还_通过部门查询固定资产归还信息,1.使用管理员账户登录，进入行政管理_固定资产归还界面,1.选择部门：管理部,1. 页面刷新，自动显示部门为管理部的所有固定资产归还信息,,2,功能测试,,,,
/行政综合(#11),行政管理_固定资产归还_通过类型查询固定资产归还信息,1.使用管理员账户登录，进入行政管理_固定资产归还界面,1.选择类型：员工,1. 页面刷新，自动显示类型为员工的所有固定资产归还信息,,2,功能测试,,,,
/行政综合(#11),行政管理_固定资产归还_通过区域+部门查询固定资产归还信息,1.使用管理员账户登录，进入行政管理_固定资产归还界面,"1.选择区域：成都
2.选择部门：管理部",1. 页面刷新，自动显示成都的管理部的所有固定资产归还信息,,2,功能测试,,,,
/行政综合(#11),行政管理_固定资产管理_通过区域+部门+类型查询固定资产归还信息,1.使用管理员账户登录，进入行政管理_固定资产归还界面,"1.选择区域：成都
2.选择部门：管理部
3.选择类型：员工",1. 页面刷新，自动显示成都的管理部的类型为员工的所有固定资产归还信息,,2,功能测试,,,,
/行政综合(#11),行政管理_固定资产管理_通过归还固定资产名称查询固定资产归还信息,1.使用管理员账户登录，进入行政管理_固定资产归还界面,"1.输入归还固定资产名称：x（有效的信息）
2.点击“查询”按钮",2.显示所有名称为x的固定资产归还信息,,2,功能测试,,,,
/行政综合(#11),行政管理_固定资产管理_通过归还固定资产名称模糊查询固定资产领用登记信息,1.使用管理员账户登录，进入行政管理_固定资产归还界面,"1.输入归还固定资产名称：x（有效的信息）
2.点击“查询”按钮",1.显示所有名称含有x的固定资产归还信息,,2,功能测试,,,,
/行政综合(#11),行政管理_固定资产管理_通过扫描条码查询固定资产归还信息,1.使用管理员账户登录，进入行政管理_固定资产归还界面,"1.扫描/录入条码：x(有效的条码)
2.点击“查询”按钮",1.显示所有条码为x的固定资产归还信息,,2,功能测试,,,,
/行政综合(#11),固定资产归还_查询结果条数显示,1.使用管理员账户登录，进入行政管理_固定资产归还界面,1.查看页面显示信息,1.底部显示当前页是哪几条记录和记录总条数,,2,功能测试,,,,
/行政综合(#11),固定资产归还_查询结果翻页功能_上一页,1.使用管理员账户登录，进入行政管理_固定资产归还界面,"1.点击“上一页”按钮
2.查看页面信息",1.页面显示上一页的信息,,2,功能测试,,,,
/行政综合(#11),固定资产归还_查询结果翻页功能_首页的上一页,1.使用管理员账户登录，进入行政管理_固定资产归还界面,"1.进入第1页页面
2.点击“上一页”按钮
3.查看页面信息","1.上一页按钮无反应
2.页面内容无改变",,2,功能测试,,,,
/行政综合(#11),固定资产归还_查询结果翻页功能_下一页,1.使用管理员账户登录，进入行政管理_固定资产归还界面,"1.点击“下一页”按钮
2.查看页面信息",1.页面显示下一页的信息,,2,功能测试,,,,
/行政综合(#11),固定资产归还_查询结果翻页功能_末页的下一页,1.使用管理员账户登录，进入行政管理_固定资产归还界面,"1.进入最后一页页面
2.点击“下一页”按钮
3.查看页面信息","1.下一页按钮无反应
2.页面内容无改变",,2,功能测试,,,,
/行政综合(#11),固定资产归还_查询结果翻页功能_按数字翻页,1.使用管理员账户登录，进入行政管理_固定资产归还界面,"1.点击翻页数字2按钮
2.查看页面信息",2.页面显示第2页信息,,2,功能测试,,,,
