所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段,,类型可选值列表,阶段可选值列表
/就业管理(#6),验证入职情况录入入职备注为空,登录角色为就业老师，且状态为已解密,"1.进入入职情况页面，
企业名称：东软集团股份有限公司
面试岗位：其他岗位
入职时间：2020/3/16
薪资：12000
备注：
点击保存
2.进入数据库查看该学员的模拟面试记录","1.保存失败，弹框提示“备注不能为空”
2.数据库没有新增记录",,2,功能测试,,,,
/就业管理(#6),验证入职情况录入薪资为空,登录角色为就业老师，且状态为已解密,"1.进入入职情况页面，
企业名称：东软集团股份有限公司
面试岗位：其他岗位
入职时间：2020/3/16
薪资：
备注：无
点击保存
2.进入数据库查看该学员的模拟面试记录","1.保存失败，弹框提示“薪资不能为空”
2.数据库没有新增记录",,2,功能测试,,,,
/就业管理(#6),验证入职情况录入薪资为无效数字,登录角色为就业老师，且状态为已解密,"1.进入入职情况页面，
企业名称：东软集团股份有限公司
面试岗位：其他岗位
入职时间：2020/3/16
薪资：（浮点数，英文，中文，特殊符号依次验证）
备注：无
点击保存
2.进入数据库查看该学员的模拟面试记录","1.保存失败，弹框提示“薪资格式不符合要求”
2.数据库没有新增记录",,2,功能测试,,,,
/就业管理(#6),验证企业客户新增企业后，就业管理入职情况中是否能查到新增企业,登录角色为就业老师，且状态为已解密,"1.进入企业客户，新增企业
2.进入就业管理，入职情况查看企业名称","1.新增成功
2.可以选择到新增的企业名称",,2,功能测试,,,,
/就业管理(#6),"验证模拟面试、真实面试、入职情况
相关模块的录入权限",登录角色为各所有存在角色,"1.管理员进入后台管理，对管理员和就业老师之外的账号取消录入权限
2.使用任一账号对模拟面试、真实面试、入职情况进行保存操作",2.弹框提示“您没有权限”,,2,功能测试,,,,
/就业管理(#6),"验证拥有查看模拟面试、真实面试、入职情况
相关模块权限的角色账号",登录角色为总经理，副总经理角色,"1.管理员进入后台管理，对管理员和总经理，副总经理角色账号开通查看权限
2.使用任一账号对模拟面试、真实面试、入职情况进行查看操作",2.可以查看到相关记录,,2,功能测试,,,,
/就业管理(#6),"验证拥有查看模拟面试、真实面试、入职情况
相关模块权限的角色账号",登录角色为除总经理，副总经理其他角色,"1.管理员进入后台管理，对管理员这些账号关闭查看权限
2.使用任一账号对模拟面试、真实面试、入职情况进行查看操作",2.提示“您没有权限”,,2,功能测试,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
